text,label,source
"Earth is flat","fake","https://example.com/earth-flat"
"NASA successfully launched a mission","real","https://nasa.gov/news"
"text","label","sour.ce"
"DepEd announces new school calendar for 2024","real","https://news.abs-cbn.com/news"
"Senate approves bill on student financial assistance","real","https://www.gmanetwork.com/news"
"PH Coast Guard rescues fishermen near Zamboanga","real","https://www.cnnphilippines.com/news"
"DOH warns public against rising dengue cases","real","https://www.inquirer.net"
"Comelec starts nationwide voter registration","real","https://news.abs-cbn.com/news"
"Pagasa reports new low-pressure area entering PAR","real","https://www.gmanetwork.com/news"
"Filipino scientists develop new high-yield rice variety","real","https://www.philstar.com/headlines"
"PH economy grows by 5.9% in Q3 report","real","https://www.cnnphilippines.com/business"
"Local government launches free medical mission in Cebu","real","https://news.abs-cbn.com/news"
"President signs law on digital government services","real","https://www.inquirer.net"
"BIR extends tax filing deadline due to system upgrades","real","https://www.philstar.com/headlines"
"DA assures rice supply stable despite rising demand","real","https://www.gmanetwork.com/news"
"LTO to roll out digital driver's license nationwide","real","https://news.abs-cbn.com/news"
"DOTr announces rehabilitation of MRT-3 by 2025","real","https://www.inquirer.net"
"DSWD provides relief goods to flood-affected families","real","https://news.abs-cbn.com/news"
"DFA opens more passport appointment slots for 2024","real","https://www.philstar.com/headlines"
"PNP to tighten security ahead of holiday season","real","https://www.cnnphilippines.com/news"
"MMDA implements new traffic scheme in Metro Manila","real","https://www.gmanetwork.com/news"
"CHED approves new scholarship programs for 2024","real","https://news.abs-cbn.com/news"
"DOLE reports increase in local employment opportunities","real","https://www.philstar.com/headlines"
"Bill filed to improve internet connectivity nationwide","real","https://www.inquirer.net"
"PH ranks higher in global innovation index","real","https://www.cnnphilippines.com/business"
"POEA warns public against illegal recruiters","real","https://news.abs-cbn.com/news"
"Malacañang declares new list of public holidays for 2024","real","https://www.gmanetwork.com/news"
"NBI arrests cybercrime suspects in entrapment operation","real","https://www.inquirer.net"
"DepEd launches mental health support program for students","real","https://www.philstar.com/headlines"
"TESDA offers new free courses in digital technology","real","https://www.cnnphilippines.com/business"
"Customs seizes smuggled goods worth ₱200 million","real","https://news.abs-cbn.com/business"
"PAGASA says cooler temperatures expected this December","real","https://www.gmanetwork.com/news"
"Makati City opens new public hospital for residents","real","https://www.inquirer.net"
"Government expands rollout of national ID cards","real","https://www.cnnphilippines.com/news"
"DA distributes fertilizer assistance to farmers","real","https://news.abs-cbn.com/business"
"Travel guidelines updated for inbound tourists","real","https://www.gmanetwork.com/news"
"BSP maintains interest rates amid stable inflation","real","https://www.philstar.com/business"
"Local universities improve world ranking for 2024","real","https://www.cnnphilippines.com/news"
"DENR warns against illegal logging activities","real","https://news.abs-cbn.com/news"
"DOST develops low-cost water filtration system","real","https://www.inquirer.net"
"Marawi rehabilitation nears completion","real","https://www.gmanetwork.com/news"
"New Clark City sports facilities open to public","real","https://www.philstar.com/headlines"
"Philippines signs climate resiliency pact with partners","real","https://www.cnnphilippines.com/news"
"Local fishermen report better catch after assistance program","real","https://news.abs-cbn.com/news"
"LGUs prepare evacuation centers for typhoon season","real","https://www.inquirer.net"
"DOH begins vaccination drive for measles-affected areas","real","https://www.gmanetwork.com/news"
"DepEd clarifies guidelines for school uniform policy","real","https://www.philstar.com/headlines"
"COMELEC finalizes candidates list for barangay polls","real","https://www.cnnphilippines.com/news"
"New renewable energy plant inaugurated in Mindanao","real","https://news.abs-cbn.com/business"
"DFA issues travel advisory for Filipinos abroad","real","https://www.inquirer.net"
"DTI warns consumers against substandard appliances","real","https://www.gmanetwork.com/news"
"Philippines, Japan sign defense cooperation pact","real","https://www.cnnphilippines.com/news"
"DOH debunks viral claim about miracle remedy spreading online","real","https://www.inquirer.net"
"Experts clarify viral images related to weather event","real","https://news.abs-cbn.com/news"
"Senate probes allegations of online misinformation campaigns","real","https://www.gmanetwork.com/news"
"Health experts explain how airborne viruses actually spread","real","https://www.cnnphilippines.com/news"
"Local mayor inaugurates new community health center in barangay","real","https://www.philstar.com/headlines"
"City government launches free Wi-Fi hotspots in urban barangays","real","https://news.abs-cbn.com/news"
"Tourism Department clarifies guidelines for eco-tourism operators","real","https://www.inquirer.net"
"Police foil fake scholarship scam targeting students","real","https://www.gmanetwork.com/news"
"Public transport fares remain unchanged after review, LGU says","real","https://www.philstar.com/headlines"
"Government clarifies rumors about mandatory exercise program","real","https://news.abs-cbn.com/news"
"Environmental group warns against illegal coral harvesting","real","https://www.inquirer.net"
"DOH issues guidelines on vaccine safety and side effects","real","https://www.cnnphilippines.com/news"
"Local science museum opens new exhibit on space exploration","real","https://www.gmanetwork.com/news"
"Philippine Red Cross launches blood donation drive this weekend","real","https://news.abs-cbn.com/news"
"Mayor inaugurates community health center in barangay","real","https://www.inquirer.net"
"New traffic diversion scheme set for downtown Iloilo","real","https://www.gmanetwork.com/news"
"University researchers publish study on rice pest resistance","real","https://www.philstar.com/headlines"
"Airport authority updates baggage rules for holiday season","real","https://www.cnnphilippines.com/news"
"Local fishermen get boat repair assistance from LGU","real","https://news.abs-cbn.com/news"
"Government to fund rehabilitation projects for coastal towns","real","https://www.inquirer.net"
"New mobile clinic provides health services in remote towns","real","https://www.gmanetwork.com/news"
"DOLE partners with companies to create new skills training programs","real","https://www.philstar.com/headlines"
"Metro Manila water district to perform scheduled maintenance","real","https://www.inquirer.net"
"Independent experts debunk viral conspiracy about satellites","real","https://www.cnnphilippines.com/news"
"City council passes ordinance improving waste collection services","real","https://www.gmanetwork.com/news"
"Health department issues recall advisory for unregistered supplements","real","https://news.abs-cbn.com/news"
"Education advocacy groups release statement against misinformation","real","https://www.inquirer.net"
"Scientists urge public not to believe viral 'teleportation' claims","real","https://www.philstar.com/headlines"
"Traffic enforcers report smoother flow after new scheme implemented","real","https://www.gmanetwork.com/news"
"Officials investigate viral video claiming new volcano appeared overnight","real","https://www.cnnphilippines.com/news"
"Local arts festival draws tourists and boosts small businesses","real","https://news.abs-cbn.com/news"
"Community leaders encourage proper sourcing of news online","real","https://www.inquirer.net"
"DepEd issues safe use of internet guidelines for students","real","https://www.gmanetwork.com/news"
"Tourism promotions highlight responsible travel to Palawan","real","https://www.philstar.com/headlines"
"DOH reminds public vaccines are thoroughly tested before rollout","real","https://www.cnnphilippines.com/news"
"Government clarifies there is no new mandatory national ID requirement beyond existing law","real","https://www.inquirer.net"
"Philippine scientists explain why 'dinosaur cloning' claims are false","real","https://www.gmanetwork.com/news"
"Official maritime agency confirms no reports of alien spaceships","real","https://www.philstar.com/headlines"
"National museum curator explains why 'ancient artifacts' viral post is misinterpreted","real","https://www.inquirer.net"
"Metro Manila launches new urban greening program","real","https://www.gmanetwork.com/news"
"Local tech incubator supports startups building climate solutions","real","https://www.cnnphilippines.com/business"
"City health office clarifies viral 'breathable underwater drug' story is false","real","https://www.inquirer.net"
"NGO urges citizens to verify forwards before sharing on social media","real","https://www.philstar.com/headlines"
"Barangay receives solar lamps through partnership with private donors","real","https://www.gmanetwork.com/news"
"University issues statement debunking claims of 'mind reading' device","real","https://www.inquirer.net"
"Police warn public about fake job offer websites","real","https://www.cnnphilippines.com/news"
"Local fisheries program improves livelihoods for coastal communities","real","https://www.philstar.com/headlines"
"Regional hospital implements telemedicine services for remote patients","real","https://www.gmanetwork.com/news"
"Climate scientists explain that clouds are not made of cotton",real,https://www.inquirer.net
"Experts refute claim that Wi-Fi can transmit viruses",real,https://www.cnnphilippines.com/news
"DOH clarifies viral claim about immortality pill is false",real,https://news.abs-cbn.com/news
"Science teachers release materials countering flat-Earth myths",real,https://www.inquirer.net
"Space agency clarifies satellite images and curvature of Earth",real,https://www.cnnphilippines.com/news
"Government denies plans for underwater cities, cites feasibility study",real,https://www.philstar.com/headlines
"Independent researchers debunk claim of miracle cancer cure",real,https://www.gmanetwork.com/news
"Airline authority clarifies fuel standards and safety",real,https://www.cnnphilippines.com/business
"Local agriculture office clarifies rumors of edible oil turning to gasoline",real,https://www.inquirer.net
"City mayor announces small-business support grants",real,https://news.abs-cbn.com/news
"Police arrest scammers spreading fake scholarship notices",real,https://www.gmanetwork.com/news
"Health agency warns against unverified medical treatments online",real,https://www.philstar.com/headlines
"Local government denies existence of new mandatory laws in viral posts",real,https://www.inquirer.net
"University clarifies viral 'mermaid' images are staged",real,https://www.cnnphilippines.com/news
"NGO network urges critical evaluation of sensational claims",real,https://www.gmanetwork.com/news
"Researchers issue statement denying discovery of a second moon",real,https://www.inquirer.net
"Fisheries office reports no evidence of walking fish claims",real,https://www.philstar.com/headlines
"Transport agency clarifies there is no program for flying cars",real,https://www.cnnphilippines.com/news
"Health officials confirm no discovery of immortality drug",real,https://www.inquirer.net
"Local museum curators explain viral 'giant insect' hoax",real,https://www.gmanetwork.com/news
"University scientists publish study on rice pest resistance",real,https://www.philstar.com/headlines
"Tourism office clarifies sightings as misidentified weather balloon",real,https://news.abs-cbn.com/news
"Government issues official clarification rejecting rumor of mandatory pet laws",real,https://www.inquirer.net
"National research center explains why 'time travel' claim is implausible",real,https://www.gmanetwork.com/news
"Marine biologists confirm no evidence for mermaid sightings near Palawan",real,https://www.philstar.com/headlines
"Local emergency services confirm no volcanic eruption in urban areas",real,https://www.cnnphilippines.com/news
"City council issues advisory on verifying forwarded posts",real,https://www.inquirer.net
"Independent fact-checkers debunk viral 'cloned tigers' story",real,https://www.gmanetwork.com/news
"Government clarifies no plan to ban rice consumption",real,https://www.philstar.com/headlines
"DOH and CHED issue joint advisory on safe research practices",real,https://www.inquirer.net
"Consumer agency cautions against buying miracle products online",real,https://www.cnnphilippines.com/news
"Local science museum holds workshop on spotting fake science",real,https://www.gmanetwork.com/news
"City environment office clarifies rumor about purple lava is false",real,https://www.inquirer.net
"Police and government urge public to report hoax websites",real,https://www.philstar.com/headlines
"Experts explain why viral 'breathing underwater' drug claims are scientifically impossible",real,https://www.cnnphilippines.com/news
"Local disaster agency tests early warning systems before storm season",real,https://www.gmanetwork.com/news
"National library issues statement debunking viral 'secret portal' images",real,https://www.inquirer.net
"Philippine science academy clarifies claims about mind-reading devices",real,https://www.philstar.com/headlines
"Scientists confirm the Sun will explode next week","fake","https://fake-hoax.example"
"Government approves teleportation devices for public use","fake","https://fake-hoax.example"
"Chocolate cures all diseases according to secret study","fake","https://fake-hoax.example"
"Earth is flat and NASA admits it","fake","https://fake-hoax.example"
"President resigns after alien encounter leaked online","fake","https://fake-hoax.example"
"New law requires everyone to sleep only 2 hours a day","fake","https://fake-hoax.example"
"Doctors discover immortality pill","fake","https://fake-hoax.example"
"Virus can now spread through WiFi routers","fake","https://fake-hoax.example"
"Scientists turn water into gasoline with simple trick","fake","https://fake-hoax.example"
"New study shows humans can live without a heart","fake","https://fake-hoax.example"
"Government replacing citizens with AI robots","fake","https://fake-hoax.example"
"Facebook shutting down permanently next month","fake","https://fake-hoax.example"
"Schools to implement 24-hour classes daily","fake","https://fake-hoax.example"
"Dinosaur egg found in Manila sewer","fake","https://fake-hoax.example"
"Ocean water turning sweet after unknown event","fake","https://fake-hoax.example"
"Cloned tigers escape laboratory in Bohol","fake","https://fake-hoax.example"
"Scientists find portal under the Pacific Ocean","fake","https://fake-hoax.example"
"New law forces citizens to own 10 cats","fake","https://fake-hoax.example"
"Fish found walking on land after mutation","fake","https://fake-hoax.example"
"New species of human discovered living underground","fake","https://fake-hoax.example"
"Philippines to build underwater city by 2030","fake","https://fake-hoax.example"
"Rain now confirmed to contain caffeine","fake","https://fake-hoax.example"
"Moon officially declared artificial object","fake","https://fake-hoax.example"
"Scientists revive extinct mammoth in secret lab","fake","https://fake-hoax.example"
"Airplanes can now run on pineapple juice","fake","https://fake-hoax.example"
"President to replace jeepneys with flying cars","fake","https://fake-hoax.example"
"Alien spaceship spotted above Baguio City","fake","https://fake-hoax.example"
"Government bans eating rice for health reasons","fake","https://fake-hoax.example"
"Time travel machine reportedly tested in Mindanao","fake","https://fake-hoax.example"
"New volcano appears overnight in Quezon City","fake","https://fake-hoax.example"
"Scientists invent device that reads people’s minds","fake","https://fake-hoax.example"
"School cafeterias to serve only ice cream","fake","https://fake-hoax.example"
"Experts confirm chickens can now speak human words","fake","https://fake-hoax.example"
"Mysterious light beam seen coming from Pacific trench","fake","https://fake-hoax.example"
"Scientists detect second moon orbiting the Philippines","fake","https://fake-hoax.example"
"New rule requires all Filipinos to jog daily at 5AM","fake","https://fake-hoax.example"
"Dolphins spotted flying above Siargao","fake","https://fake-hoax.example"
"Secret military base discovered under Mayon volcano","fake","https://fake-hoax.example"
"People can now breathe underwater using new drug","fake","https://fake-hoax.example"
"Meteor expected to hit Earth in 3 days","fake","https://fake-hoax.example"
"Government to replace water with energy drinks","fake","https://fake-hoax.example"
"Scientists confirm clouds are made of cotton","fake","https://fake-hoax.example"
"New species of giant insects found in Makati","fake","https://fake-hoax.example"
"Volcano erupts purple lava in Davao","fake","https://fake-hoax.example"
"Birds spotted forming human-like shapes in sky","fake","https://fake-hoax.example"
"New energy drink makes people invisible","fake","https://fake-hoax.example"
"Experts warn Earth could stop spinning soon","fake","https://fake-hoax.example"
"Researchers claim they found mermaids near Palawan","fake","https://fake-hoax.example"
"City to ban mobile phones for all residents","fake","https://fake-hoax.example"
"Scientists claim they found a cure for aging overnight","fake","https://fake-hoax.example"
"New app can predict the future with 100% accuracy","fake","https://fake-hoax.example"
"Government secretly tests mind-control beams in public parks","fake","https://fake-hoax.example"
"Thousands protest over fabricated law change overnight","fake","https://fake-hoax.example"
"Electricity now free for all citizens, government announces","fake","https://fake-hoax.example"
